"merge_col","threshability","floret_score_mean","rachis_breaks_mean"
"WGN63D38_STP_2018_1",95,1,2
"WGN39D64_STP_2018_1",50,1,1
"WGN15D03_STP_2018_1",55,0,0
"WGN63D43_STP_2018_1",99,1,0
"WGN38C67_STP_2018_1",65,1,0
"WGN55C05_STP_2018_1",90,1,1
"WGN46C16_STP_2018_1",95,0,0
"WGN39D38_STP_2018_1",85,2,1
"WGN39C09_STP_2018_1",60,1,3
"WGN15D64_STP_2018_1",30,3,0
"WGN45D30_STP_2018_1",95,0,0
"WGN39C42_STP_2018_1",65,1,0
"WGN38C02_STP_2018_1",80,0,0
"WGN45C15_STP_2018_1",40,1,0
"WGN46D63_STP_2018_1",85,4,2
"WGN45D26_STP_2018_1",94,0,0
"WGN36C44_STP_2018_1",65,0,0
"WGN55D31_STP_2018_1",98,1,2
"WGN26D36_STP_2018_1",NA,NA,NA
"WGN26D37_STP_2018_1",90,1,1
"WGN39C27_STP_2018_1",30,4,1
"WGN63C42_STP_2018_1",75,4,1
"WGN46D08_STP_2018_1",75,1,1
"WGN39D06_STP_2018_1",40,4,2
"WGN07D26_STP_2018_1",85,3,0
"WGN15P01_STP_2018_1",NA,NA,NA
"WGN46C43_STP_2018_1",99,0,1
"WGN15C13_STP_2018_1",99,0,0
"WGN63D25_STP_2018_1",80,3,1
"WGN46C40_STP_2018_1",80,1,1
"WGN26C61_STP_2018_1",85,2,1
"WGN55D40_STP_2018_1",90,1,1
"WGN15D56_STP_2018_1",90,1,1
"WGN36D21_STP_2018_1",94,3,0
"WGN07D37_STP_2018_1",95,3,0
"WGN26C01_STP_2018_1",NA,NA,NA
"WGN36D22_STP_2018_1",90,1,0
"WGN45D44_STP_2018_1",85,1,1
"WGN38C30_STP_2018_1",90,2,0
"WGN39D09_STP_2018_1",85,3,0
"WGN15D13_STP_2018_1",99,0,0
"WGN46D03_STP_2018_1",95,1,0
"WGN59P01_STP_2018_1",99,0,2
"WGN38C41_STP_2018_1",80,0,1
"WGN55C46_STP_2018_1",99,1,2
"WGN36C11_STP_2018_1",80,1,2
"WGN26C10_STP_2018_1",NA,NA,NA
"WGN63D19_STP_2018_1",50,4,0
"WGN45C03_STP_2018_1",90,1,0
"WGN15C04_STP_2018_1",98,0,0
"WGN15C49_STP_2018_1",90,0,0
"WGN39C54_STP_2018_1",55,3,0
"WGN63C61_STP_2018_1",90,1,0
"WGN55C50_STP_2018_1",90,1,1
"WGN07C02_STP_2018_1",95,0,1
"WGN45C16_STP_2018_1",97,3,0
"WGN36C49_STP_2018_1",93,1,0
"WGN26D48_STP_2018_1",99,1,0
"WGN07D12_STP_2018_1",99,1,1
"WGN15C19_STP_2018_1",75,2,1
"WGN38C61_STP_2018_1",90,0,0
"WGN39C57_STP_2018_1",90,5,0
"WGN15D19_STP_2018_1",90,0,0
"WGN39C25_STP_2018_1",90,2,3
"WGN36C40_STP_2018_1",85,1,2
"WGN45D28_STP_2018_1",95,2,0
"WGN26D50_STP_2018_1",NA,NA,NA
"WGN45D22_STP_2018_1",85,3,3
"WGN59P01_STP_2018_1",98,0,2
"WGN15C16_STP_2018_1",98,1,0
"WGN63D12_STP_2018_1",90,1,1
"WGN36D25_STP_2018_1",100,0,0
"WGN46C07_STP_2018_1",95,0,0
"WGN55C32_STP_2018_1",85,1,1
"WGN07C17_STP_2018_1",98,0,0
"WGN46C08_STP_2018_1",85,0,1
"WGN55D29_STP_2018_1",94,2,0
"WGN36D19_STP_2018_1",60,0,2
"WGN46D55_STP_2018_1",95,1,0
"WGN39D10_STP_2018_1",95,1,1
"WGN26D28_STP_2018_1",80,0,0
"WGN46D17_STP_2018_1",90,1,0
"WGN45C25_STP_2018_1",55,1,0
"WGN36P01_STP_2018_1",85,0,1
"WGN63C36_STP_2018_1",55,0,1
"WGN38C33_STP_2018_1",98,2,0
"WGN07D55_STP_2018_1",99,1,0
"WGN63D20_STP_2018_1",90,0,1
"WGN26C44_STP_2018_1",85,2,0
"WGN55C12_STP_2018_1",95,3,2
"WGN45C21_STP_2018_1",100,0,0
"WGN26C07_STP_2018_1",75,4,0
"WGN63C55_STP_2018_1",35,2,0
"WGN07C05_STP_2018_1",96,1,0
"WGN39D16_STP_2018_1",30,2,2
"WGN39C30_STP_2018_1",40,3,0
"WGN55D22_STP_2018_1",NA,NA,NA
"WGN36C27_STP_2018_1",95,0,3
"WGN38D35_STP_2018_1",50,1,2
"WGN45C41_STP_2018_1",80,1,1
"WGN07C65_STP_2018_1",92,3,1
"WGN36D62_STP_2018_1",75,1,2
"WGN46D57_STP_2018_1",99,0,1
"WGN36D57_STP_2018_1",90,0,1
"WGN46C21_STP_2018_1",95,0,2
"WGN36C64_STP_2018_1",99,1,1
"WGN38C07_STP_2018_1",100,0,1
"WGN55C07_STP_2018_1",95,1,1
"WGN45D45_STP_2018_1",75,2,1
"WGN46C57_STP_2018_1",90,1,0
"WGN63C23_STP_2018_1",60,3,1
"WGN45P01_STP_2018_1",90,1,0
"WGN15D47_STP_2018_1",85,1,0
"WGN63D56_STP_2018_1",55,1,0
"WGN15D31_STP_2018_1",85,1,0
"WGN26C37_STP_2018_1",90,1,0
"WGN39D43_STP_2018_1",94,3,0
"WGN26D56_STP_2018_1",80,1,0
"WGN38D10_STP_2018_1",70,0,2
"WGN63C30_STP_2018_1",70,1,1
"WGN07C24_STP_2018_1",99,0,0
"WGN55C30_STP_2018_1",NA,NA,NA
"WGN07D65_STP_2018_1",95,3,0
"WGN38C66_STP_2018_1",25,0,1
"WGN15C63_STP_2018_1",99,0,1
"WGN39C02_STP_2018_1",95,2,1
"WGN39C37_STP_2018_1",80,3,0
"WGN55D58_STP_2018_1",NA,NA,NA
"WGN15C46_STP_2018_1",99,1,1
"WGN55D25_STP_2018_1",90,4,1
"WGN38D09_STP_2018_1",30,1,1
"WGN45C60_STP_2018_1",90,2,1
"WGN26C63_STP_2018_1",99,0,1
"WGN07D31_STP_2018_1",85,0,0
"WGN36C07_STP_2018_1",85,2,0
"WGN45D40_STP_2018_1",85,2,0
"WGN59P01_STP_2018_1",99,0,1
"WGN46D52_STP_2018_1",85,2,1
"WGN63D42_STP_2018_1",85,2,0
"WGN26D03_STP_2018_1",95,2,1
"WGN39D61_STP_2018_1",90,2,2
"WGN36D18_STP_2018_1",90,0,1
"WGN45C49_STP_2018_1",90,1,1
"WGN07D16_STP_2018_1",98,3,0
"WGN55C34_STP_2018_1",95,0,0
"WGN59P01_STP_2018_1",99,0,1
"WGN36C14_STP_2018_1",90,1,1
"WGN55D14_STP_2018_1",90,1,2
"WGN26D65_STP_2018_1",95,0,1
"WGN39C14_STP_2018_1",95,2,0
"WGN15C45_STP_2018_1",80,1,1
"WGN59P01_STP_2018_1",NA,NA,NA
"WGN07D64_STP_2018_1",99,1,0
"WGN07C40_STP_2018_1",75,2,0
"WGN36D43_STP_2018_1",85,1,2
"WGN38D29_STP_2018_1",45,0,0
"WGN63C14_STP_2018_1",70,0,2
"WGN38C22_STP_2018_1",NA,NA,NA
"WGN07C33_STP_2018_1",99,0,0
"WGN63C39_STP_2018_1",60,1,1
"WGN39C44_STP_2018_1",65,8,0
"WGN45D53_STP_2018_1",99,0,3
"WGN26P01_STP_2018_1",90,5,1
"WGN63D13_STP_2018_1",60,2,0
"WGN15D40_STP_2018_1",95,1,1
"WGN46C35_STP_2018_1",95,1,1
"WGN39D40_STP_2018_1",93,1,0
"WGN45D14_STP_2018_1",98,1,0
"WGN55D13_STP_2018_1",90,0,1
"WGN38C75_STP_2018_1",93,2,1
"WGN07C32_STP_2018_1",95,0,0
"WGN63D15_STP_2018_1",95,1,1
"WGN15C33_STP_2018_1",94,1,0
"WGN46D29_STP_2018_1",100,0,0
"WGN26D18_STP_2018_1",70,3,1
"WGN26C49_STP_2018_1",65,1,0
"WGN46D28_STP_2018_1",90,2,0
"WGN45C27_STP_2018_1",90,1,0
"WGN15D38_STP_2018_1",90,0,0
"WGN46C15_STP_2018_1",90,1,1
"WGN26C23_STP_2018_1",80,3,1
"WGN46D48_STP_2018_1",85,5,0
"WGN36C22_STP_2018_1",99,0,2
"WGN07C35_STP_2018_1",85,2,0
"WGN39D22_STP_2018_1",60,2,0
"WGN46C60_STP_2018_1",90,1,0
"WGN63C40_STP_2018_1",80,1,2
"WGN26C19_STP_2018_1",90,2,0
"WGN36C23_STP_2018_1",35,3,1
"WGN15D24_STP_2018_1",75,1,0
"WGN45C34_STP_2018_1",NA,NA,NA
"WGN55D65_STP_2018_1",90,0,1
"WGN36D39_STP_2018_1",91,0,1
"WGN59P01_STP_2018_1",97,1,1
"WGN07D40_STP_2018_1",100,0,0
"WGN63D61_STP_2018_1",85,0,3
"WGN07D25_STP_2018_1",99,0,0
"WGN46D54_STP_2018_1",80,1,0
"WGN07P01_STP_2018_1",90,2,0
"WGN39D23_STP_2018_1",70,4,0
"WGN26D20_STP_2018_1",85,2,1
"WGN26D22_STP_2018_1",85,2,1
"WGN45D63_STP_2018_1",90,0,1
"WGN38C48_STP_2018_1",96,1,4
"WGN38C23_STP_2018_1",75,0,2
"WGN46C10_STP_2018_1",95,0,1
"WGN45C29_STP_2018_1",93,1,0
"WGN55C08_STP_2018_1",90,1,1
"WGN15C27_STP_2018_1",85,0,0
"WGN55D60_STP_2018_1",80,1,0
"WGN38D28_STP_2018_1",75,0,1
"WGN15D25_STP_2018_1",95,1,1
"WGN63D54_STP_2018_1",80,1,0
"WGN07C30_STP_2018_1",95,1,1
"WGN63C17_STP_2018_1",90,1,0
"WGN39C15_STP_2018_1",60,2,2
"WGN36D40_STP_2018_1",80,1,1
"WGN15C35_STP_2018_1",94,2,1
"WGN55C04_STP_2018_1",98,0,1
"WGN36C24_STP_2018_1",90,2,0
"WGN39C53_STP_2018_1",55,2,2
"WGN38C15_STP_2018_1",70,1,1
"WGN45D13_STP_2018_1",90,0,0
"WGN46D43_STP_2018_1",85,1,1
"WGN26C20_STP_2018_1",85,4,1
"WGN26C52_STP_2018_1",90,0,1
"WGN46D21_STP_2018_1",99,1,1
"WGN07C43_STP_2018_1",90,0,0
"WGN39C51_STP_2018_1",80,4,1
"WGN45C31_STP_2018_1",80,2,1
"WGN39D37_STP_2018_1",70,4,0
"WGN38C16_STP_2018_1",NA,NA,NA
"WGN36C61_STP_2018_1",90,2,1
"WGN46C51_STP_2018_1",98,1,1
"WGN46D41_STP_2018_1",99,0,1
"WGN38D21_STP_2018_1",99,0,0
"WGN45D60_STP_2018_1",95,1,0
"WGN15D22_STP_2018_1",96,0,1
"WGN26C21_STP_2018_1",95,0,0
"WGN63C31_STP_2018_1",55,3,4
"WGN39D54_STP_2018_1",50,2,2
"WGN15C54_STP_2018_1",80,0,1
"WGN07D22_STP_2018_1",98,1,1
"WGN55C28_STP_2018_1",90,1,1
"WGN59P01_STP_2018_1",98,0,2
"WGN15C32_STP_2018_1",96,0,0
"WGN55C15_STP_2018_1",98,1,0
"WGN26D17_STP_2018_1",85,1,1
"WGN45C50_STP_2018_1",80,1,1
"WGN15D36_STP_2018_1",40,0,0
"WGN55D11_STP_2018_1",97,1,1
"WGN46C11_STP_2018_1",NA,NA,NA
"WGN07D44_STP_2018_1",100,0,2
"WGN55D57_STP_2018_1",97,0,1
"WGN38D17_STP_2018_1",80,2,1
"WGN39C21_STP_2018_1",90,1,1
"WGN07C41_STP_2018_1",98,0,0
"WGN63C21_STP_2018_1",30,3,0
"WGN45D11_STP_2018_1",91,4,0
"WGN63C11_STP_2018_1",60,1,3
"WGN38C64_STP_2018_1",85,1,2
"WGN36D42_STP_2018_1",95,1,1
"WGN39P01_STP_2018_1",60,5,0
"WGN36C17_STP_2018_1",98,0,1
"WGN36D02_STP_2018_1",80,1,1
"WGN26D53_STP_2018_1",15,1,1
"WGN63D07_STP_2018_1",99,1,3
"WGN39D34_STP_2018_1",80,4,1
"WGN07C25_STP_2018_1",98,1,0
"WGN39C49_STP_2018_1",80,1,0
"WGN26D27_STP_2018_1",94,3,0
"WGN39D28_STP_2018_1",93,0,2
"WGN36C52_STP_2018_1",95,0,0
"WGN39C45_STP_2018_1",75,1,1
"WGN39D35_STP_2018_1",90,2,1
"WGN36C26_STP_2018_1",99,0,0
"WGN36D34_STP_2018_1",85,1,2
"WGN45C64_STP_2018_1",75,2,1
"WGN39D21_STP_2018_1",75,3,1
"WGN45C10_STP_2018_1",85,0,2
"WGN55D20_STP_2018_1",90,1,0
"WGN15C11_STP_2018_1",97,0,0
"WGN55C49_STP_2018_1",98,0,1
"WGN38D34_STP_2018_1",5,1,1
"WGN45D54_STP_2018_1",85,1,0
"WGN26P01_STP_2018_1",85,4,0
"WGN15D04_STP_2018_1",90,0,1
"WGN39C19_STP_2018_1",80,1,1
"WGN46C05_STP_2018_1",85,2,0
"WGN26C48_STP_2018_1",65,2,0
"WGN36D38_STP_2018_1",99,0,1
"WGN46D20_STP_2018_1",95,1,0
"WGN46C48_STP_2018_1",99,1,1
"WGN15D65_STP_2018_1",75,0,1
"WGN38C19_STP_2018_1",60,1,1
"WGN07C28_STP_2018_1",95,0,0
"WGN59P01_STP_2018_1",95,0,3
"WGN07D38_STP_2018_1",100,0,2
"WGN45D18_STP_2018_1",85,1,0
"WGN26D39_STP_2018_1",70,2,1
"WGN38C53_STP_2018_1",98,0,0
"WGN38C20_STP_2018_1",45,0,2
"WGN15C25_STP_2018_1",100,0,1
"WGN39D17_STP_2018_1",75,1,1
"WGN26C17_STP_2018_1",70,3,0
"WGN39C23_STP_2018_1",80,2,0
"WGN07D19_STP_2018_1",97,2,1
"WGN45D17_STP_2018_1",95,1,1
"WGN46D45_STP_2018_1",94,2,1
"WGN07C26_STP_2018_1",90,2,0
"WGN63C62_STP_2018_1",65,3,1
"WGN07D36_STP_2018_1",NA,NA,NA
"WGN36C50_STP_2018_1",98,0,1
"WGN55D46_STP_2018_1",80,2,1
"WGN55D49_STP_2018_1",96,1,1
"WGN15D02_STP_2018_1",100,0,0
"WGN15C02_STP_2018_1",75,1,0
"WGN63C57_STP_2018_1",95,0,0
"WGN38C38_STP_2018_1",95,1,0
"WGN39C35_STP_2018_1",95,1,1
"WGN07D39_STP_2018_1",92,1,1
"WGN63C60_STP_2018_1",75,4,0
"WGN55D50_STP_2018_1",99,3,1
"WGN45D47_STP_2018_1",97,0,2
"WGN26D41_STP_2018_1",95,0,0
"WGN63D31_STP_2018_1",92,3,2
"WGN55C56_STP_2018_1",90,1,1
"WGN55C63_STP_2018_1",92,2,1
"WGN45C06_STP_2018_1",96,1,0
"WGN39D02_STP_2018_1",85,4,0
"WGN26C03_STP_2018_1",55,1,1
"WGN55C64_STP_2018_1",95,0,2
"WGN15D01_STP_2018_1",55,0,3
"WGN63D32_STP_2018_1",90,1,3
"WGN63D26_STP_2018_1",55,2,1
"WGN46D01_STP_2018_1",99,0,1
"WGN38C39_STP_2018_1",80,1,1
"WGN07C01_STP_2018_1",92,1,0
"WGN46D06_STP_2018_1",100,0,2
"WGN36C46_STP_2018_1",NA,NA,NA
"WGN46C32_STP_2018_1",93,1,0
"WGN26D58_STP_2018_1",99,0,1
"WGN46C31_STP_2018_1",99,0,1
"WGN39D01_STP_2018_1",60,3,1
"WGN59P01_STP_2018_1",97,1,2
"WGN45C02_STP_2018_1",95,0,0
"WGN15C01_STP_2018_1",20,0,1
"WGN46C51_STP_2018_2",99,0,0
"WGN15D05_STP_2018_2",10,1,0
"WGN39C22_STP_2018_2",90,2,4
"WGN36C28_STP_2018_2",99,0,0
"WGN38C61_STP_2018_2",98,0,2
"WGN26D44_STP_2018_2",85,0,0
"WGN39C53_STP_2018_2",40,2,1
"WGN59P01_STP_2018_2",99,0,1
"WGN55P01_STP_2018_2",85,0,1
"WGN55C03_STP_2018_2",100,0,2
"WGN26C38_STP_2018_2",20,1,0
"WGN38C22_STP_2018_2",92,1,1
"WGN46D27_STP_2018_2",97,0,3
"WGN15D52_STP_2018_2",100,0,1
"WGN45C12_STP_2018_2",85,2,1
"WGN07D23_STP_2018_2",99,0,0
"WGN63D63_STP_2018_2",80,1,1
"WGN45D58_STP_2018_2",90,0,2
"WGN15C26_STP_2018_2",96,0,1
"WGN36D11_STP_2018_2",85,1,2
"WGN63C32_STP_2018_2",35,2,0
"WGN15C49_STP_2018_2",80,0,1
"WGN36C57_STP_2018_2",NA,NA,NA
"WGN39D33_STP_2018_2",75,2,0
"WGN55D65_STP_2018_2",90,1,2
"WGN07D39_STP_2018_2",90,0,0
"WGN38D12_STP_2018_2",80,0,0
"WGN45D23_STP_2018_2",95,0,0
"WGN39D18_STP_2018_2",30,4,1
"WGN63D21_STP_2018_2",80,1,3
"WGN46D51_STP_2018_2",99,2,0
"WGN55D39_STP_2018_2",95,0,0
"WGN07C13_STP_2018_2",97,1,1
"WGN63C10_STP_2018_2",70,1,1
"WGN26D07_STP_2018_2",96,0,0
"WGN46D17_STP_2018_2",95,1,2
"WGN45C04_STP_2018_2",95,1,0
"WGN36D47_STP_2018_2",95,2,1
"WGN26C07_STP_2018_2",80,2,1
"WGN46C13_STP_2018_2",96,0,0
"WGN07C38_STP_2018_2",99,0,0
"WGN55C10_STP_2018_2",90,4,0
"WGN38C33_STP_2018_2",96,1,2
"WGN38D33_STP_2018_2",97,1,0
"WGN63C20_STP_2018_2",85,2,0
"WGN36C26_STP_2018_2",99,0,2
"WGN36D36_STP_2018_2",70,1,2
"WGN45D14_STP_2018_2",95,0,1
"WGN07C34_STP_2018_2",75,1,0
"WGN55C27_STP_2018_2",95,1,0
"WGN39D11_STP_2018_2",50,4,1
"WGN07C63_STP_2018_2",99,0,0
"WGN45D29_STP_2018_2",70,2,0
"WGN15P01_STP_2018_2",80,0,0
"WGN07D36_STP_2018_2",NA,NA,NA
"WGN46C37_STP_2018_2",99,0,1
"WGN55D17_STP_2018_2",98,0,0
"WGN38C70_STP_2018_2",99,0,3
"WGN46D49_STP_2018_2",96,1,1
"WGN26C65_STP_2018_2",96,1,0
"WGN36C40_STP_2018_2",80,1,1
"WGN55D09_STP_2018_2",90,1,0
"WGN26D26_STP_2018_2",99,0,2
"WGN46C14_STP_2018_2",92,2,0
"WGN15D26_STP_2018_2",96,1,1
"WGN07D16_STP_2018_2",96,1,0
"WGN46D60_STP_2018_2",95,2,2
"WGN63C39_STP_2018_2",60,2,2
"WGN45C61_STP_2018_2",98,1,1
"WGN45C14_STP_2018_2",99,0,1
"WGN15C60_STP_2018_2",100,0,0
"WGN39D49_STP_2018_2",65,5,2
"WGN46D45_STP_2018_2",95,3,1
"WGN39C10_STP_2018_2",80,2,1
"WGN55C54_STP_2018_2",99,0,2
"WGN15D44_STP_2018_2",95,0,0
"WGN39C42_STP_2018_2",70,2,1
"WGN39C14_STP_2018_2",92,2,0
"WGN36D20_STP_2018_2",99,0,2
"WGN26D52_STP_2018_2",85,3,1
"WGN59P01_STP_2018_2",98,0,1
"WGN26C36_STP_2018_2",70,2,4
"WGN15C52_STP_2018_2",96,0,1
"WGN38D27_STP_2018_2",98,1,1
"WGN26D02_STP_2018_2",99,0,1
"WGN39D22_STP_2018_2",45,2,0
"WGN07D33_STP_2018_2",90,1,0
"WGN36C12_STP_2018_2",90,1,1
"WGN26D14_STP_2018_2",85,1,2
"WGN55C33_STP_2018_2",85,1,0
"WGN36D48_STP_2018_2",75,2,1
"WGN45C33_STP_2018_2",95,2,1
"WGN46C58_STP_2018_2",95,0,1
"WGN38C21_STP_2018_2",30,1,1
"WGN26D23_STP_2018_2",96,0,1
"WGN55C38_STP_2018_2",95,1,1
"WGN46C23_STP_2018_2",45,1,0
"WGN45D22_STP_2018_2",80,3,1
"WGN46D48_STP_2018_2",80,5,2
"WGN38C59_STP_2018_2",90,1,1
"WGN36P01_STP_2018_2",85,1,1
"WGN15C63_STP_2018_2",96,1,0
"WGN15C03_STP_2018_2",90,0,0
"WGN59P01_STP_2018_2",99,0,3
"WGN15D04_STP_2018_2",80,1,2
"WGN26C48_STP_2018_2",50,2,1
"WGN63D16_STP_2018_2",5,1,0
"WGN15D65_STP_2018_2",50,0,1
"WGN45D08_STP_2018_2",80,2,2
"WGN63C38_STP_2018_2",55,2,0
"WGN39C58_STP_2018_2",65,2,2
"WGN55D56_STP_2018_2",85,2,1
"WGN36C43_STP_2018_2",70,1,1
"WGN46D18_STP_2018_2",98,0,1
"WGN55D32_STP_2018_2",95,1,2
"WGN63D27_STP_2018_2",90,2,2
"WGN39D27_STP_2018_2",20,6,1
"WGN63C36_STP_2018_2",75,0,1
"WGN07C27_STP_2018_2",95,1,0
"WGN38D13_STP_2018_2",30,1,1
"WGN39C23_STP_2018_2",80,5,0
"WGN07C60_STP_2018_2",96,1,1
"WGN07D12_STP_2018_2",90,1,0
"WGN45C43_STP_2018_2",98,1,1
"WGN36D27_STP_2018_2",90,0,0
"WGN26C13_STP_2018_2",99,0,2
"WGN26P01_STP_2018_2",75,6,0
"WGN46D10_STP_2018_2",90,0,0
"WGN15C45_STP_2018_2",80,0,0
"WGN36D40_STP_2018_2",80,0,2
"WGN26D05_STP_2018_2",75,1,1
"WGN15C39_STP_2018_2",90,1,0
"WGN38C25_STP_2018_2",85,2,1
"WGN39C50_STP_2018_2",85,1,0
"WGN63D49_STP_2018_2",40,1,1
"WGN39D10_STP_2018_2",97,2,2
"WGN26C46_STP_2018_2",85,2,0
"WGN63D54_STP_2018_2",70,2,0
"WGN55D62_STP_2018_2",90,3,0
"WGN39D05_STP_2018_2",70,6,0
"WGN36C45_STP_2018_2",90,0,2
"WGN46C25_STP_2018_2",85,2,1
"WGN07C45_STP_2018_2",95,0,0
"WGN63C60_STP_2018_2",70,4,0
"WGN07C44_STP_2018_2",80,0,1
"WGN46D14_STP_2018_2",85,0,0
"WGN36D34_STP_2018_2",80,1,1
"WGN07D10_STP_2018_2",100,0,0
"WGN45D17_STP_2018_2",98,0,0
"WGN15D24_STP_2018_2",85,0,1
"WGN46D05_STP_2018_2",90,0,1
"WGN45C35_STP_2018_2",90,1,2
"WGN36C50_STP_2018_2",100,0,2
"WGN63D60_STP_2018_2",85,1,0
"WGN55D20_STP_2018_2",90,3,2
"WGN55C59_STP_2018_2",80,1,1
"WGN63D50_STP_2018_2",90,0,4
"WGN39C55_STP_2018_2",80,5,1
"WGN38D29_STP_2018_2",50,0,0
"WGN45D11_STP_2018_2",90,3,1
"WGN38C05_STP_2018_2",80,0,0
"WGN45C58_STP_2018_2",90,0,0
"WGN07D09_STP_2018_2",96,3,1
"WGN63C58_STP_2018_2",65,2,0
"WGN55C64_STP_2018_2",NA,NA,NA
"WGN07D15_STP_2018_2",98,0,0
"WGN39D15_STP_2018_2",45,3,1
"WGN59P01_STP_2018_2",98,0,1
"WGN38C41_STP_2018_2",95,0,1
"WGN07D17_STP_2018_2",96,4,0
"WGN26D21_STP_2018_2",90,1,1
"WGN55D61_STP_2018_2",90,1,1
"WGN63D14_STP_2018_2",90,3,2
"WGN39C33_STP_2018_2",75,0,2
"WGN46C21_STP_2018_2",94,1,0
"WGN38C53_STP_2018_2",97,0,1
"WGN36C44_STP_2018_2",75,0,1
"WGN39P01_STP_2018_2",75,6,1
"WGN55C05_STP_2018_2",90,1,1
"WGN59P01_STP_2018_2",98,0,1
"WGN63C52_STP_2018_2",90,3,1
"WGN15C62_STP_2018_2",93,1,1
"WGN36C23_STP_2018_2",40,2,1
"WGN15D33_STP_2018_2",70,1,1
"WGN63C51_STP_2018_2",90,3,0
"WGN45C10_STP_2018_2",NA,NA,NA
"WGN36D28_STP_2018_2",97,0,2
"WGN07D52_STP_2018_2",97,1,1
"WGN55D22_STP_2018_2",95,1,1
"WGN07C19_STP_2018_2",100,0,0
"WGN39C31_STP_2018_2",75,4,1
"WGN46C05_STP_2018_2",95,2,0
"WGN55D23_STP_2018_2",80,0,0
"WGN55C15_STP_2018_2",97,2,0
"WGN15D54_STP_2018_2",85,3,0
"WGN45C55_STP_2018_2",93,1,0
"WGN26C16_STP_2018_2",55,1,1
"WGN45D05_STP_2018_2",60,0,0
"WGN38D21_STP_2018_2",99,0,0
"WGN55D19_STP_2018_2",75,2,0
"WGN39D59_STP_2018_2",90,2,1
"WGN46D59_STP_2018_2",85,2,1
"WGN15C07_STP_2018_2",30,1,2
"WGN39D53_STP_2018_2",97,1,1
"WGN45D09_STP_2018_2",80,0,0
"WGN26D29_STP_2018_2",95,0,1
"WGN36D42_STP_2018_2",98,0,1
"WGN07C15_STP_2018_2",97,0,1
"WGN46D50_STP_2018_2",95,2,2
"WGN26C34_STP_2018_2",90,0,1
"WGN59P01_STP_2018_2",99,0,1
"WGN36C47_STP_2018_2",70,1,2
"WGN39D50_STP_2018_2",85,4,1
"WGN15C51_STP_2018_2",45,1,1
"WGN39C47_STP_2018_2",90,3,1
"WGN45C16_STP_2018_2",97,1,0
"WGN36D18_STP_2018_2",95,0,0
"WGN26C55_STP_2018_2",85,2,0
"WGN46C44_STP_2018_2",99,0,2
"WGN45C51_STP_2018_2",80,2,0
"WGN15D51_STP_2018_2",85,0,1
"WGN38C31_STP_2018_2",99,0,1
"WGN46C10_STP_2018_2",90,1,2
"WGN36C21_STP_2018_2",97,2,0
"WGN45D02_STP_2018_2",93,1,0
"WGN07C56_STP_2018_2",99,1,0
"WGN46D64_STP_2018_2",95,0,0
"WGN55D44_STP_2018_2",80,1,1
"WGN07C61_STP_2018_2",95,1,1
"WGN63C29_STP_2018_2",65,2,0
"WGN15D21_STP_2018_2",99,0,0
"WGN15C41_STP_2018_2",97,0,1
"WGN55C44_STP_2018_2",85,1,1
"WGN07D59_STP_2018_2",99,1,0
"WGN39D16_STP_2018_2",50,2,1
"WGN55C22_STP_2018_2",97,1,1
"WGN38C76_STP_2018_2",50,1,0
"WGN55D43_STP_2018_2",95,1,0
"WGN38P01_STP_2018_2",75,1,1
"WGN55C18_STP_2018_2",95,1,1
"WGN38D32_STP_2018_2",99,0,2
"WGN45D04_STP_2018_2",90,1,0
"WGN55C56_STP_2018_2",96,1,1
"WGN26D60_STP_2018_2",95,0,0
"WGN39C46_STP_2018_2",95,1,0
"WGN36D23_STP_2018_2",NA,NA,NA
"WGN46D21_STP_2018_2",98,1,0
"WGN26C32_STP_2018_2",NA,NA,NA
"WGN63C34_STP_2018_2",90,1,1
"WGN38D19_STP_2018_2",90,1,1
"WGN07D06_STP_2018_2",100,0,0
"WGN26D31_STP_2018_2",90,0,2
"WGN36C08_STP_2018_2",98,0,2
"WGN39D01_STP_2018_2",75,3,1
"WGN39D43_STP_2018_2",85,5,1
"WGN36D15_STP_2018_2",98,0,2
"WGN63D20_STP_2018_2",85,1,1
"WGN07D27_STP_2018_2",99,0,0
"WGN15D48_STP_2018_2",90,2,0
"WGN55C51_STP_2018_2",99,2,1
"WGN36C37_STP_2018_2",80,1,1
"WGN38C42_STP_2018_2",80,1,0
"WGN39C41_STP_2018_2",95,2,0
"WGN07D29_STP_2018_2",75,7,0
"WGN26C33_STP_2018_2",70,1,0
"WGN45D25_STP_2018_2",NA,NA,NA
"WGN55D16_STP_2018_2",98,2,1
"WGN45C21_STP_2018_2",95,0,1
"WGN38C28_STP_2018_2",98,0,1
"WGN45C57_STP_2018_2",NA,NA,NA
"WGN26D24_STP_2018_2",60,5,1
"WGN15P01_STP_2018_2",95,0,0
"WGN45D20_STP_2018_2",92,2,1
"WGN63C13_STP_2018_2",85,4,0
"WGN38D15_STP_2018_2",85,3,1
"WGN55D05_STP_2018_2",98,3,1
"WGN59P01_STP_2018_2",95,0,0
"WGN55C23_STP_2018_2",95,0,1
"WGN15D49_STP_2018_2",93,0,0
"WGN46D63_STP_2018_2",90,2,2
"WGN63C56_STP_2018_2",80,6,1
"WGN15C01_STP_2018_2",20,0,1
"WGN46D16_STP_2018_2",97,1,0
"WGN26D22_STP_2018_2",93,4,1
